"100bp_paired" "50bp_paired" "100bp_single" "50bp_single"
"2767" "BnaC02g41760D" "BnaA07g28910D" "BnaA03g20660D" "BnaA10g24670D"
"2768" "BnaC09g02850D" "BnaA07g25770D" "BnaC03g00850D" "BnaA05g19380D"
"2769" "BnaA01g11660D" "BnaA06g17310D" "BnaC02g02640D" "BnaC02g00180D"
"2770" "BnaCnng34990D" "BnaC02g44140D" "BnaC03g00050D" "BnaC01g23420D"
"2771" "BnaC06g40840D" "BnaC03g31010D" "BnaA03g15740D" "BnaA06g34480D"
"2772" "BnaC02g00230D" "BnaC09g50310D" "BnaA02g08030D" "BnaC06g08860D"
"2773" "BnaA04g24580D" "BnaC09g29950D" "BnaA10g20800D" "BnaC03g28790D"
"2774" "BnaC07g21730D" "BnaC05g48560D" "BnaA09g49810D" "BnaC03g73810D"
"2775" "BnaA09g17680D" "BnaA01g33360D" "BnaC09g14490D" "BnaC02g43850D"
"2776" "BnaC05g48590D" "BnaA02g01370D" "BnaC03g46030D" "BnaA09g16970D"
"2777" "BnaA08g12140D" "BnaC04g42260D" "BnaC08g41500D" "BnaA03g46170D"
"2778" "BnaCnng06020D" "BnaA02g04470D" "BnaA01g24020D" "BnaC03g03140D"
"2779" "BnaCnng03590D" "BnaC02g07290D" "BnaA03g04230D" "BnaC02g28380D"
"2780" "BnaC05g19610D" "BnaA06g07940D" "BnaA06g02700D" "BnaA07g24200D"
"2781" "BnaA09g21830D" "BnaCnng03380D" "BnaC08g43580D" "BnaA06g28650D"
"2782" "BnaA09g52830D" "BnaC02g07480D" "BnaCnng03890D" "BnaA09g10240D"
"2783" "BnaA03g00210D" "BnaA09g01340D" "BnaA06g32650D" "BnaC02g06380D"
"2784" "BnaC02g23950D" "BnaC09g03280D" "BnaA04g05750D" "BnaC03g03730D"
"2785" "BnaC02g42820D" "BnaAnng13030D" "BnaA01g23690D" "BnaC02g05460D"
"2786" "BnaCnng33790D" "BnaC05g36830D" "BnaC02g29270D" "BnaA04g09760D"
"2787" "BnaA04g26960D" "BnaC06g41720D" "BnaC02g08520D" "BnaC03g12970D"
"2788" "BnaA04g13150D" "BnaCnng32310D" "BnaAnng34280D" "BnaC04g07730D"
"2789" "BnaC09g50710D" "BnaA08g11290D" "BnaC03g30620D" "BnaA09g09750D"
"2790" "BnaA04g17360D" "BnaC09g37480D" "BnaC08g37140D" "BnaC04g05740D"
"2791" "BnaC07g15280D" "BnaA07g12530D" "BnaA01g33040D" "BnaA06g22890D"
"2792" "BnaA06g11780D" "BnaC08g37140D" "BnaA09g47240D" "BnaA05g01940D"
"2793" "BnaC07g00880D" "BnaC08g44080D" "BnaC03g04610D" "BnaA02g09190D"
"2794" "BnaC09g03480D" "BnaA06g01470D" "BnaA09g35700D" "BnaC06g35180D"
"2795" "BnaA06g23070D" "BnaA01g11960D" "BnaCnng20110D" "BnaC09g01790D"
"2796" "BnaC03g00350D" "BnaA03g03730D" "BnaA09g50020D" "BnaC03g07830D"
"2797" "BnaC02g06200D" "BnaA09g40190D" "BnaA06g00900D" "BnaAnng40490D"
"2798" "BnaA03g22580D" "BnaC07g09220D" "BnaC02g00540D" "BnaC02g14550D"
"2799" "BnaUnng00070D" "BnaA07g14880D" "BnaA03g37260D" "BnaA06g21560D"
"2800" "BnaA03g48280D" "BnaC05g03980D" "BnaC03g76510D" "BnaC05g02150D"
"2801" "BnaA02g08030D" "BnaA04g24580D" "BnaA04g21430D" "BnaA10g25940D"
"2802" "BnaC09g45290D" "BnaC08g27170D" "BnaC01g10010D" "BnaCnng71030D"
"2803" "BnaA07g29180D" "BnaC03g11960D" "BnaA02g13440D" "BnaC06g07920D"
"2804" "BnaC03g03550D" "BnaA05g10490D" "BnaC02g10570D" "BnaC08g10150D"
"2805" "BnaA10g13480D" "BnaA01g33040D" "BnaC03g30060D" "BnaCnng05650D"
"2806" "BnaA09g01340D" "BnaC04g29840D" "BnaA06g18270D" "BnaC02g38410D"
"2807" "BnaA05g06370D" "BnaA03g07470D" "BnaA08g01090D" "BnaA04g09360D"
"2808" "BnaC02g00010D" "BnaC04g10370D" "BnaC07g17990D" "BnaA01g00910D"
"2809" "BnaA01g21980D" "BnaC03g04070D" "BnaC07g03750D" "BnaA03g37820D"
"2810" "BnaCnng01090D" "BnaA06g07510D" "BnaC02g29440D" "BnaCnng10590D"
"2811" "BnaC07g13770D" "BnaCnng20120D" "BnaC02g27260D" "BnaC02g20760D"
"2812" "BnaA02g29950D" "BnaA02g24690D" "BnaC02g35150D" "BnaC08g45170D"
"2813" "BnaA02g01970D" "BnaAnng37180D" "BnaC02g02230D" "BnaC02g38910D"
"2814" "BnaA02g02440D" "BnaC07g43920D" "BnaA03g53230D" "BnaAnng22640D"
"2815" "BnaA01g02690D" "BnaUnng04820D" "BnaA10g29580D" "BnaA05g32300D"
"2816" "BnaA06g10420D" "BnaA10g01430D" "BnaA05g10660D" "BnaC08g46030D"
"2817" "BnaA08g06190D" "BnaC03g02760D" "BnaA05g20770D" "BnaC09g41890D"
"2818" "BnaA09g02910D" "BnaA03g02450D" "BnaA07g33250D" "BnaC01g28130D"
"2819" "BnaC09g39750D" "BnaA03g28360D" "BnaA03g48280D" "BnaA06g25670D"
"2820" "BnaA06g32070D" "BnaC03g42240D" "BnaC08g02950D" "BnaA06g37670D"
"2821" "BnaCnng01130D" "BnaC02g06380D" "BnaA04g13520D" "BnaC03g33900D"
"2822" "BnaC01g20480D" "BnaC03g04790D" "BnaC03g03650D" "BnaA01g35400D"
"2823" "BnaC03g03300D" "BnaA06g39860D" "BnaC09g40500D" "BnaAnng33760D"
"2824" "BnaC03g11930D" "BnaA05g10660D" "BnaA08g11290D" "BnaA05g20700D"
"2825" "BnaA03g45040D" "BnaA07g32570D" "BnaA04g16210D" "BnaC03g73220D"
"2826" "BnaC01g23420D" "BnaA03g40460D" "BnaA09g56160D" "BnaA09g02910D"
"2827" "BnaA01g03420D" "BnaA06g10700D" "BnaA07g29610D" "BnaC07g24970D"
"2828" "BnaAnng34280D" "BnaA10g27340D" "BnaC07g48400D" "BnaA10g16730D"
"2829" "BnaC02g07120D" "BnaA06g21430D" "BnaA04g24580D" "BnaCnng36050D"
"2830" "BnaC08g40550D" "BnaCnng40410D" "BnaC05g19490D" "BnaCnng10530D"
"2831" "BnaC04g00620D" "BnaA07g14550D" "BnaA03g40620D" "BnaA07g31280D"
"2832" "BnaCnng41730D" "BnaA03g00470D" "BnaC05g16140D" "BnaA03g28360D"
"2833" "BnaCnng49000D" "BnaA07g11290D" "BnaCnng03380D" "BnaA03g56700D"
"2834" "BnaC02g48710D" "BnaC09g22240D" "BnaC06g40840D" "BnaC02g00010D"
"2835" "BnaC03g00210D" "BnaC01g16610D" "BnaC08g37110D" "BnaC05g04990D"
"2836" "BnaUnng04820D" "BnaA03g37260D" "BnaA07g39000D" "BnaA05g07820D"
"2837" "BnaC03g12280D" "BnaC04g27860D" "BnaC03g36850D" "BnaA02g03790D"
"2838" "BnaA09g50930D" "BnaA02g18220D" "BnaA02g10220D" "BnaAnng08530D"
"2839" "BnaC08g26940D" "BnaAnng21180D" "BnaA09g46300D" "BnaA02g06620D"
"2840" "BnaA10g27280D" "BnaAnng38080D" "BnaA03g47450D" "BnaCnng72060D"
"2841" "BnaA06g25630D" "BnaC02g09000D" "BnaA09g01340D" "BnaC01g16690D"
"2842" "BnaA07g17840D" "BnaC03g69560D" "BnaCnng36930D" "BnaC03g14720D"
"2843" "BnaC03g00510D" "BnaC02g26420D" "BnaA08g06940D" "BnaC03g03300D"
"2844" "BnaA03g03460D" "BnaA02g36470D" "BnaC03g14350D" "BnaA07g35120D"
"2845" "BnaC02g01030D" "BnaA03g18150D" "BnaA06g28820D" "BnaC02g22380D"
"2846" "BnaC03g00130D" "BnaC03g08240D" "BnaA03g28360D" "BnaA09g47830D"
"2847" "BnaA03g26900D" "BnaA01g05280D" "BnaA07g01600D" "BnaC01g01460D"
"2848" "BnaAnng16260D" "BnaC06g40840D" "BnaA04g29050D" "BnaC02g00570D"
"2849" "BnaC02g05370D" "BnaAnng16920D" "BnaA06g20390D" "BnaA03g03750D"
"2850" "BnaA04g19720D" "BnaA02g19190D" "BnaA07g19310D" "BnaA08g23330D"
"2851" "BnaA10g27660D" "BnaC02g16670D" "BnaA09g20750D" "BnaA08g12510D"
"2852" "BnaC07g39280D" "BnaA06g05240D" "BnaC03g66990D" "BnaC02g08570D"
"2853" "BnaC03g41460D" "BnaA09g01450D" "BnaA09g51850D" "BnaA07g31750D"
"2854" "BnaCnng24360D" "BnaA06g30280D" "BnaC06g40660D" "BnaC04g36280D"
"2855" "BnaC03g04810D" "BnaA10g24720D" "BnaC02g05530D" "BnaCnng20120D"
"2856" "BnaC05g04990D" "BnaA03g00210D" "BnaC09g03460D" "BnaC03g04660D"
"2857" "BnaA03g03730D" "BnaA09g19000D" "BnaC06g27840D" "BnaC09g39050D"
"2858" "BnaC02g38910D" "BnaC03g73030D" "BnaCnng31960D" "BnaC02g01460D"
"2859" "BnaA04g23660D" "BnaA09g02790D" "BnaC07g34240D" "BnaAnng28340D"
"2860" "BnaC04g00890D" "BnaA02g10480D" "BnaA02g02890D" "BnaCnng64660D"
"2861" "BnaC03g17970D" "BnaAnng34150D" "BnaAnng01010D" "BnaC02g02540D"
"2862" "BnaA09g47240D" "BnaC01g28130D" "BnaC07g25650D" "BnaAnng31020D"
"2863" "BnaC08g02810D" "BnaC03g12970D" "BnaA06g10090D" "BnaA03g55480D"
"2864" "BnaC03g05240D" "BnaC03g01560D" "BnaA03g28780D" "BnaA06g19020D"
"2865" "BnaA10g25350D" "BnaC09g18440D" "BnaC01g35970D" "BnaC02g26290D"
"2866" "BnaC02g01070D" "BnaC02g03540D" "BnaC04g33980D" "BnaA07g18070D"
"2867" "BnaC07g10250D" "BnaC03g05260D" "BnaC02g00180D" "BnaC04g02370D"
"2868" "BnaC02g28560D" "BnaA09g03400D" "BnaA06g07940D" "BnaAnng18000D"
"2869" "BnaA06g31430D" "BnaA05g20770D" "BnaC03g03910D" "BnaA03g22580D"
"2870" "BnaA06g12980D" "BnaA03g25480D" "BnaC03g42240D" "BnaC03g25610D"
"2871" "BnaAnng01010D" "BnaC06g29350D" "BnaA06g01470D" "BnaCnng05690D"
"2872" "BnaC07g25650D" "BnaAnng04700D" "BnaC03g01520D" "BnaA04g20720D"
"2873" "BnaC08g36920D" "BnaC03g33900D" "BnaA08g29920D" "BnaC02g03640D"
"2874" "BnaC07g20680D" "BnaAnng38610D" "BnaAnng25870D" "BnaA07g16280D"
"2875" "BnaC01g02330D" "BnaA06g38090D" "BnaA03g26420D" "BnaA10g26620D"
"2876" "BnaC03g13300D" "BnaC02g01110D" "BnaA09g48850D" "BnaC02g07370D"
"2877" "BnaA02g01850D" "BnaA07g35900D" "BnaA08g02520D" "BnaA02g13100D"
"2878" "BnaA10g16330D" "BnaA04g25030D" "BnaC08g43540D" "BnaC03g04680D"
"2879" "BnaA09g55090D" "BnaA02g34960D" "BnaA10g27340D" "BnaC09g00870D"
"2880" "BnaC03g73220D" "BnaC02g33590D" "BnaC03g12710D" "BnaA01g35450D"
"2881" "BnaC03g12430D" "BnaC03g36650D" "BnaC02g27290D" "BnaA05g27140D"
"2882" "BnaA09g04190D" "BnaC07g12960D" "BnaAnng06840D" "BnaA09g02250D"
"2883" "BnaA10g27220D" "BnaA10g11660D" "BnaC08g44950D" "BnaC01g07900D"
"2884" "BnaA06g33470D" "BnaAnng41040D" "BnaA09g46490D" "BnaCnng00410D"
"2885" "BnaC08g43540D" "BnaA03g41400D" "BnaAnng02420D" "BnaC02g44320D"
"2886" "BnaCnng02980D" "BnaA06g00900D" "BnaC03g67490D" "BnaA06g27080D"
"2887" "BnaC02g35150D" "BnaA03g31400D" "BnaC02g00470D" "BnaCnng10390D"
"2888" "BnaA08g23940D" "BnaC04g29140D" "BnaA08g07670D" "BnaC03g09580D"
"2889" "BnaA07g09980D" "BnaA09g56710D" "BnaA04g27730D" "BnaC05g08790D"
"2890" "BnaC03g68550D" "BnaA04g24370D" "BnaA04g13060D" "BnaA02g24830D"
"2891" "BnaC08g40410D" "BnaA06g11780D" "BnaA04g11990D" "BnaC03g04980D"
"2892" "BnaA01g23710D" "BnaA10g14980D" "BnaAnng18960D" "BnaC06g11440D"
"2893" "BnaC03g36610D" "BnaA07g34220D" "BnaA04g09760D" "BnaC06g02300D"
"2894" "BnaA02g02090D" "BnaC05g24280D" "BnaC03g05260D" "BnaA06g11280D"
"2895" "BnaC01g01300D" "BnaA09g49810D" "BnaC03g12430D" "BnaC06g30260D"
"2896" "BnaC08g07090D" "BnaC02g05530D" "BnaC04g30250D" "BnaC09g38390D"
"2897" "BnaC05g25090D" "BnaA03g15740D" "BnaC07g08090D" "BnaC03g00510D"
"2898" "BnaCnng40640D" "BnaC02g07970D" "BnaC01g38950D" "BnaA08g27700D"
"2899" "BnaAnng29850D" "BnaCnng03270D" "BnaA07g35900D" "BnaC02g42520D"
"2900" "BnaA06g18640D" "BnaA02g03080D" "BnaC02g07480D" "BnaA03g29570D"
"2901" "BnaA04g18230D" "BnaC08g37880D" "BnaC03g42730D" "BnaA06g03060D"
"2902" "BnaA01g35820D" "BnaA06g37870D" "BnaC09g03360D" "BnaC03g11930D"
"2903" "BnaA10g10590D" "BnaA08g26840D" "BnaC01g07920D" "BnaA04g07330D"
"2904" "BnaA09g03400D" "BnaCnng75530D" "BnaC01g40970D" "BnaA02g09470D"
"2905" "BnaC04g52310D" "BnaA02g07370D" "BnaC02g01360D" "BnaC01g34580D"
"2906" "BnaC03g69580D" "BnaA02g01880D" "BnaC04g27670D" "BnaC03g00120D"
"2907" "BnaC09g03350D" "BnaC05g00340D" "BnaA03g25380D" "BnaA02g28660D"
"2908" "BnaC05g03980D" "BnaCnng02920D" "BnaC03g03860D" "BnaC03g20960D"
"2909" "BnaC03g05250D" "BnaC03g12410D" "BnaAnng32240D" "BnaA10g13190D"
"2910" "BnaC07g07010D" "BnaC06g23970D" "BnaC03g08310D" "BnaA09g21830D"
"2911" "BnaC02g06150D" "BnaC03g00510D" "BnaA10g25730D" "BnaA08g24200D"
"2912" "BnaC03g01160D" "BnaA10g02080D" "BnaA06g37870D" "BnaA09g10370D"
"2913" "BnaA05g27140D" "BnaC09g06210D" "BnaA07g37270D" "BnaA05g11320D"
"2914" "BnaC09g03290D" "BnaC08g02950D" "BnaA06g22330D" "BnaC03g08240D"
"2915" "BnaAnng29110D" "BnaAnng22640D" "BnaA09g14520D" "BnaA03g28170D"
"2916" "BnaA07g26020D" "BnaA01g01550D" "BnaC06g34710D" "BnaA01g22170D"
"2917" "BnaC02g03260D" "BnaA10g13480D" "BnaA03g15500D" "BnaA09g07840D"
"2918" "BnaA03g18080D" "BnaA06g24000D" "BnaC03g78020D" "BnaA06g14670D"
"2919" "BnaA01g31390D" "BnaC06g11440D" "BnaA03g42540D" "BnaA09g53800D"
"2920" "BnaCnng10390D" "BnaCnng65170D" "BnaC08g07100D" "BnaC03g71750D"
"2921" "BnaA09g48870D" "BnaA02g10560D" "BnaC08g45280D" "BnaA04g20040D"
"2922" "BnaC03g27470D" "BnaC01g07920D" "BnaC03g00330D" "BnaC09g38400D"
"2923" "BnaA02g12100D" "BnaCnng24360D" "BnaAnng29030D" "BnaA02g34540D"
"2924" "BnaA01g11510D" "BnaC01g10010D" "BnaA01g30930D" "BnaA04g04160D"
"2925" "BnaA08g08410D" "BnaA05g29970D" "BnaA08g27950D" "BnaC04g51970D"
"2926" "BnaA06g20640D" "BnaA03g04400D" "BnaC04g26340D" "BnaC09g50250D"
"2927" "BnaC08g43680D" "BnaAnng19360D" "BnaA09g38630D" "BnaA06g04420D"
"2928" "BnaA03g02570D" "BnaAnng31260D" "BnaCnng28110D" "BnaC04g36080D"
"2929" "BnaC03g01650D" "BnaA04g18810D" "BnaC01g28130D" "BnaCnng40410D"
"2930" "BnaC09g03190D" "BnaA07g20950D" "BnaC03g21280D" "BnaCnng05900D"
"2931" "BnaUnng01130D" "BnaAnng12240D" "BnaA01g06440D" "BnaC03g41300D"
"2932" "BnaC02g26000D" "BnaA10g26810D" "BnaC03g68550D" "BnaC04g27900D"
"2933" "BnaC05g45600D" "BnaA08g29420D" "BnaCnng06020D" "BnaA09g41410D"
"2934" "BnaC02g09000D" "BnaC02g02960D" "BnaA08g29710D" "BnaC03g05260D"
"2935" "BnaAnng23580D" "BnaC03g69580D" "BnaC09g22240D" "BnaC03g68000D"
"2936" "BnaC08g36330D" "BnaC06g40660D" "BnaA05g01480D" "BnaC01g38310D"
"2937" "BnaCnng65170D" "BnaC09g22090D" "BnaC03g12280D" "BnaC03g38080D"
"2938" "BnaC02g01500D" "BnaC01g16100D" "BnaC09g37480D" "BnaA01g31390D"
"2939" "BnaA03g21090D" "BnaA10g29160D" "BnaC07g43580D" "BnaAnng31580D"
"2940" "BnaC06g41940D" "BnaA01g33330D" "BnaC01g32060D" "BnaA06g38090D"
"2941" "BnaA09g53300D" "BnaC09g02280D" "BnaC01g12930D" "BnaAnng36880D"
"2942" "BnaA08g27990D" "BnaA02g04080D" "BnaCnng01480D" "BnaA06g32650D"
"2943" "BnaCnng03490D" "BnaC09g03460D" "BnaC04g27040D" "BnaC03g42240D"
"2944" "BnaC03g01200D" "BnaA10g02280D" "BnaA09g55610D" "BnaC03g44280D"
"2945" "BnaA08g26840D" "BnaC09g03360D" "BnaC08g24480D" "BnaC03g04820D"
"2946" "BnaA04g22150D" "BnaC02g01500D" "BnaC04g00410D" "BnaA09g04190D"
"2947" "BnaA02g31530D" "BnaC03g28190D" "BnaC01g20730D" "BnaC03g41450D"
"2948" "BnaC04g11790D" "BnaC09g26550D" "BnaCnng19140D" "BnaC06g17140D"
"2949" "BnaC09g50790D" "BnaA06g33470D" "BnaC04g33990D" "BnaA04g19440D"
"2950" "BnaCnng23280D" "BnaA02g12100D" "BnaC03g04180D" "BnaA02g34430D"
"2951" "BnaA10g20800D" "BnaC09g02270D" "BnaA02g08530D" "BnaC02g08120D"
"2952" "BnaC03g41900D" "BnaAnng34650D" "BnaC02g08970D" "BnaA05g34130D"
"2953" "BnaC06g27020D" "BnaAnng13040D" "BnaCnng40410D" "BnaC02g23980D"
"2954" "BnaC05g08890D" "BnaC03g05240D" "BnaA07g17320D" "BnaA05g10660D"
"2955" "BnaA04g17990D" "BnaAnng32230D" "BnaA10g02080D" "BnaA05g35220D"
"2956" "BnaC02g38410D" "BnaC02g00340D" "BnaC02g44220D" "BnaA06g39100D"
"2957" "BnaA01g01800D" "BnaC09g50790D" "BnaA09g50760D" "BnaC05g24280D"
"2958" "BnaC07g25840D" "BnaC03g08310D" "BnaA10g27610D" "BnaC08g29540D"
"2959" "BnaCnng02580D" "BnaC03g30050D" "BnaCnng33790D" "BnaC01g42710D"
"2960" "BnaA03g01770D" "BnaC03g01200D" "BnaAnng21170D" "BnaA01g13510D"
"2961" "BnaC05g45120D" "BnaA09g17360D" "BnaC08g45680D" "BnaA05g32580D"
"2962" "BnaC06g37490D" "BnaC02g00410D" "BnaA09g36170D" "BnaC07g21730D"
"2963" "BnaA02g13380D" "BnaA09g01280D" "BnaAnng31260D" "BnaCnng04040D"
"2964" "BnaC06g40660D" "BnaC01g15210D" "BnaC02g03010D" "BnaA07g33860D"
"2965" "BnaCnng71030D" "BnaA03g51390D" "BnaA02g03490D" "BnaC09g45290D"
"2966" "BnaC01g01680D" "BnaA04g09360D" "BnaC01g05750D" "BnaC05g00640D"
"2967" "BnaA06g01470D" "BnaC02g03430D" "BnaA06g27710D" "BnaC03g36850D"
"2968" "BnaC06g16160D" "BnaA08g00100D" "BnaA07g20950D" "BnaA01g32200D"
"2969" "BnaCnng10180D" "BnaC04g03120D" "BnaA02g04460D" "BnaA02g11420D"
"2970" "BnaA06g10480D" "BnaAnng17940D" "BnaA06g02600D" "BnaA03g05680D"
"2971" "BnaCnng43140D" "BnaC03g77490D" "BnaA02g07530D" "BnaA03g17520D"
"2972" "BnaA03g22950D" "BnaA06g31180D" "BnaC04g38720D" "BnaC09g22240D"
"2973" "BnaA02g01370D" "BnaCnng01480D" "BnaC09g41890D" "BnaC02g07280D"
"2974" "BnaC02g02510D" "BnaCnng05830D" "BnaC03g69300D" "BnaA08g00080D"
"2975" "BnaCnng36930D" "BnaA09g15570D" "BnaC02g05980D" "BnaCnng34130D"
"2976" "BnaC01g08730D" "BnaA02g16920D" "BnaCnng03410D" "BnaC02g10250D"
"2977" "BnaA01g18880D" "BnaC02g03010D" "BnaC09g03480D" "BnaC02g05290D"
"2978" "BnaA04g09360D" "BnaC07g08390D" "BnaC03g00510D" "BnaA03g42690D"
"2979" "BnaC09g00870D" "BnaC01g10000D" "BnaC08g46030D" "BnaCnng03270D"
"2980" "BnaCnng01480D" "BnaC02g03450D" "BnaC03g04790D" "BnaA07g06360D"
"2981" "BnaC06g38690D" "BnaA09g50920D" "BnaAnng04700D" "BnaA01g28200D"
"2982" "BnaC02g02550D" "BnaC09g41890D" "BnaA07g19340D" "BnaA10g00210D"
"2983" "BnaA01g07810D" "BnaA07g18070D" "BnaA09g50880D" "BnaC03g30620D"
"2984" "BnaCnng61540D" "BnaCnng34130D" "BnaA01g22940D" "BnaC01g36120D"
"2985" "BnaC03g07490D" "BnaC01g38980D" "BnaC02g02030D" "BnaA09g25890D"
"2986" "BnaC03g14380D" "BnaA03g10360D" "BnaA02g10990D" "BnaC08g44920D"
"2987" "BnaC01g28130D" "BnaC02g17670D" "BnaA07g25940D" "BnaCnng45350D"
"2988" "BnaA09g07540D" "BnaC08g41500D" "BnaC07g17170D" "BnaA06g28680D"
"2989" "BnaCnng35730D" "BnaA03g46170D" "BnaA03g53090D" "BnaC01g12930D"
"2990" "BnaC08g40330D" "BnaC03g12710D" "BnaC01g36090D" "BnaA03g28140D"
"2991" "BnaA09g55610D" "BnaA04g22150D" "BnaAnng34160D" "BnaC01g07920D"
"2992" "BnaC08g15250D" "BnaC06g28840D" "BnaA05g10610D" "BnaA02g18010D"
"2993" "BnaA04g28030D" "BnaA09g50170D" "BnaA04g10330D" "BnaA03g00470D"
"2994" "BnaC07g08390D" "BnaCnng49350D" "BnaC07g16170D" "BnaC09g21590D"
"2995" "BnaC09g03440D" "BnaAnng22960D" "BnaC08g42920D" "BnaA09g35010D"
"2996" "BnaA08g24910D" "BnaA06g08130D" "BnaAnng16920D" "BnaC08g41500D"
"2997" "BnaA08g00110D" "BnaC03g03830D" "BnaA04g16310D" "BnaC08g30770D"
"2998" "BnaA02g04100D" "BnaC03g77520D" "BnaA03g05300D" "BnaC05g10680D"
"2999" "BnaA06g21130D" "BnaC07g00090D" "BnaCnng72030D" "BnaA05g34100D"
"3000" "BnaA03g18830D" "BnaA09g43200D" "BnaC08g27900D" "BnaA03g30060D"
"3001" "BnaA07g39000D" "BnaC06g18020D" "BnaC06g26620D" "BnaA05g05880D"
"3002" "BnaA08g12510D" "BnaA04g20720D" "BnaC03g05240D" "BnaA10g15480D"
"3003" "BnaC03g03340D" "BnaA06g01370D" "BnaCnng29630D" "BnaCnng72830D"
"3004" "BnaAnng32360D" "BnaA09g51680D" "BnaA02g01850D" "BnaC06g42290D"
"3005" "BnaA07g20950D" "BnaA01g22940D" "BnaC01g15210D" "BnaC09g02350D"
"3006" "BnaC02g32220D" "BnaAnng17890D" "BnaC03g77520D" "BnaC02g37100D"
"3007" "BnaC02g22900D" "BnaA03g22580D" "BnaA10g23360D" "BnaA10g20800D"
"3008" "BnaA02g10770D" "BnaC04g33980D" "BnaA02g09470D" "BnaA04g18200D"
"3009" "BnaC04g38060D" "BnaA01g14950D" "BnaA03g31400D" "BnaC03g44070D"
"3010" "BnaCnng05650D" "BnaC08g46070D" "BnaA04g09360D" "BnaC03g30040D"
"3011" "BnaC09g02500D" "BnaA03g19220D" "BnaC02g01080D" "BnaC08g36330D"
"3012" "BnaC02g07480D" "BnaC03g23190D" "BnaA03g00210D" "BnaCnng59880D"
"3013" "BnaA01g33330D" "BnaA10g27220D" "BnaC07g07010D" "BnaC01g15510D"
"3014" "BnaC04g27860D" "BnaC09g45290D" "BnaA02g10330D" "BnaC01g10220D"
"3015" "BnaA06g00900D" "BnaA10g17840D" "BnaA06g18550D" "BnaA03g03550D"
"3016" "BnaA07g15430D" "BnaA06g32510D" "BnaA06g11880D" "BnaA03g35290D"
"3017" "BnaA05g26040D" "BnaA03g02910D" "BnaA02g08520D" "BnaC05g46050D"
"3018" "BnaA08g31500D" "BnaA08g12510D" "BnaA02g12320D" "BnaA02g01770D"
"3019" "BnaA07g23300D" "BnaC01g36090D" "BnaA04g10500D" "BnaA02g13380D"
"3020" "BnaAnng11160D" "BnaC07g41090D" "BnaA09g55370D" "BnaA10g03250D"
"3021" "BnaC07g40730D" "BnaA07g39000D" "BnaC07g03020D" "BnaC01g02330D"
"3022" "BnaC01g10330D" "BnaA03g47450D" "BnaA06g33470D" "BnaC03g56590D"
"3023" "BnaCnng18940D" "BnaA03g03560D" "BnaA06g20640D" "BnaC03g63980D"
"3024" "BnaA01g22050D" "BnaA09g02910D" "BnaC03g03800D" "BnaAnng12450D"
"3025" "BnaCnng54330D" "BnaC04g00410D" "BnaA03g22580D" "BnaC06g37020D"
"3026" "BnaA01g01190D" "BnaA03g45020D" "BnaC09g03090D" "BnaA02g09170D"
"3027" "BnaC06g35440D" "BnaA09g50880D" "BnaA01g21980D" "BnaAnng17970D"
"3028" "BnaA06g08980D" "BnaC01g23420D" "BnaA03g30990D" "BnaC01g39050D"
"3029" "BnaA03g26420D" "BnaC03g04810D" "BnaA07g14520D" "BnaC01g38560D"
"3030" "BnaC02g00950D" "BnaA03g52340D" "BnaA06g17350D" "BnaC04g17840D"
"3031" "BnaA06g09100D" "BnaA03g27290D" "BnaA10g23120D" "BnaA05g32860D"
"3032" "BnaA03g18880D" "BnaC03g00130D" "BnaA03g31320D" "BnaA05g03950D"
"3033" "BnaC08g46070D" "BnaA02g24770D" "BnaA06g10340D" "BnaA02g03370D"
"3034" "BnaAnng32240D" "BnaA03g42690D" "BnaA01g35820D" "BnaC08g43130D"
"3035" "BnaA03g11280D" "BnaA03g22430D" "BnaA06g09380D" "BnaCnng10620D"
"3036" "BnaC09g03530D" "BnaA09g06830D" "BnaA06g31180D" "BnaC05g48510D"
"3037" "BnaA05g03210D" "BnaAnng36550D" "BnaC06g38690D" "BnaC01g00710D"
"3038" "BnaA08g08690D" "BnaA02g01850D" "BnaC02g16660D" "BnaA06g24320D"
"3039" "BnaA01g13860D" "BnaC04g38720D" "BnaAnng17890D" "BnaA10g00320D"
"3040" "BnaA09g57180D" "BnaA01g19700D" "BnaA02g13340D" "BnaA08g07670D"
"3041" "BnaC01g03250D" "BnaC07g13820D" "BnaA02g04580D" "BnaCnng29630D"
"3042" "BnaAnng34650D" "BnaC07g17170D" "BnaC03g11930D" "BnaA01g09840D"
"3043" "BnaA04g09260D" "BnaC02g06440D" "BnaA09g53050D" "BnaAnng27440D"
"3044" "BnaCnng29200D" "BnaA07g29610D" "BnaC03g44070D" "BnaC02g02870D"
"3045" "BnaA06g39470D" "BnaA09g10460D" "BnaC08g19790D" "BnaC03g70480D"
"3046" "BnaC02g02880D" "BnaC07g17990D" "BnaA03g18080D" "BnaA06g31950D"
"3047" "BnaCnng03500D" "BnaC04g44270D" "BnaC01g23420D" "BnaC09g18440D"
"3048" "BnaC02g22380D" "BnaA03g25580D" "BnaC02g01500D" "BnaC03g12710D"
"3049" "BnaCnng76200D" "BnaC08g10150D" "BnaA03g42030D" "BnaC08g42730D"
"3050" "BnaA10g09190D" "BnaA08g08690D" "BnaA04g19530D" "BnaA06g31140D"
"3051" "BnaC02g00310D" "BnaA03g02300D" "BnaC03g04810D" "BnaA07g23300D"
