"","logFC","logCPM","LR","PValue","FDR"
"BnaC08g44480D",-8.93376695542273,4.34204266638848,137.416463894811,9.77709397302458e-32,3.08172858509972e-29
"BnaA09g01290D",6.94321915156696,3.08593617138717,137.012835902165,1.19808122615697e-31,3.75438255864156e-29
"BnaC04g00920D",-5.72653171802756,6.24069411043288,136.897766258522,1.26955989086691e-31,3.95537621721594e-29
"BnaCnng03090D",9.06068099791994,4.44278867235851,136.837477699073,1.30869664549198e-31,4.05387589053864e-29
"BnaC02g02560D",-10.1263995362237,3.21595113880512,136.59260872844,1.48045444701987e-31,4.55971509942422e-29
"BnaC09g50570D",4.99155034476011,5.00834443237071,135.847409134637,2.15468689750237e-31,6.59860619820909e-29
"BnaA09g38100D",-10.3097416203375,3.40680136371175,135.726002327553,2.29054440461689e-31,6.97503123527942e-29
"BnaCnng05860D",6.8850114172586,2.85527270029085,135.542873282226,2.51184996692208e-31,7.60596636894006e-29
"BnaA09g01390D",11.9583651547869,5.02870675400749,135.486352836353,2.58437917128324e-31,7.78186888005561e-29
"BnaC02g06980D",-9.48787462634963,2.90544044097785,135.189891422471,3.00055017792503e-31,8.98481411333229e-29
"BnaCnng10510D",9.41410637543652,2.6294047601097,135.06663329902,3.19272342619358e-31,9.50743646123801e-29
"BnaA10g16560D",-11.2173788489541,4.48566046161703,134.193144406633,4.95707719564886e-31,1.46803024048504e-28
"BnaCnng03080D",9.43237632417115,2.79195543631762,133.235665743941,8.02919519049691e-31,2.36483929821089e-28
"BnaA07g06900D",-9.76234334652977,3.32028106799775,133.209088256868,8.13740510095191e-31,2.38368476921852e-28
"BnaA02g07650D",10.2738828569141,3.14824298576794,133.139908863104,8.42595659955876e-31,2.45486829599793e-28
"BnaC09g39300D",5.17710448323615,5.15122095012391,133.122905009349,8.49843369721776e-31,2.46267246153946e-28
"BnaA10g27160D",-7.48536467692128,2.75907389158408,132.925270087712,9.38799194254593e-31,2.70590041556836e-28
"BnaC09g01810D",7.51904671133629,3.49525442351681,132.792855982302,1.0035507600487e-30,2.87714800084387e-28
"BnaC02g05850D",-9.82806798063524,2.98470345073767,132.709873903866,1.04638724952764e-30,2.98408605091482e-28
"BnaC08g44450D",-7.71296468491626,2.98549847733839,132.343333696956,1.2585702953022e-30,3.57029896560492e-28
"BnaC08g46750D",10.0771801221847,3.45179861207722,131.983971693299,1.50832096945888e-30,4.25638701219183e-28
"BnaC02g26350D",-10.2576015717304,3.48141318177072,131.888885609699,1.5823248902561e-30,4.44196506562051e-28
"BnaCnng03210D",9.72140515197251,2.80534890833765,131.59980537753,1.83036683109424e-30,5.11165501705431e-28
"BnaC08g44760D",-9.50109878711696,2.4723708163536,131.522058509494,1.90347465796002e-30,5.28842167986533e-28
"BnaC08g45540D",-9.76736599877144,2.92415388837106,131.335312594979,2.09123325285608e-30,5.78027595362511e-28
"BnaC02g39680D",9.67146291098669,2.72142865848693,131.257043682301,2.1753337637333e-30,5.98205686385007e-28
"BnaA06g20500D",-10.8440292110081,3.76358488201233,131.198628970595,2.24029771017905e-30,6.12943179091069e-28
"BnaC02g06690D",-7.30166697661305,4.24603568707103,131.145262390968,2.30134212603372e-30,6.26464844702481e-28
"BnaA06g02870D",9.64413811637142,2.84627752772497,130.894169203414,2.61165261862339e-30,7.07364143171771e-28
"BnaCnng23020D",6.06872263050984,3.84833860687402,130.559321067318,3.09153926443033e-30,8.33154374067651e-28
"BnaCnng02600D",9.2666531830158,5.53715309178711,130.500043097533,3.18525328334314e-30,8.54139137905034e-28
