"","logFC","logCPM","LR","PValue","FDR"
"BnaA03g42190D",-11.3066937650031,6.31141261043149,126.070037288454,2.96820758864292e-29,8.38488961715739e-27
"BnaC08g44450D",-6.20623886622859,2.93829243560955,125.926346531761,3.19109826612574e-29,8.96968506664537e-27
"BnaA10g19980D",-9.43420343298717,1.74021826787656,125.556282499801,3.84527899916681e-29,1.07549788561845e-26
"BnaC03g03630D",4.78097086234422,4.61444811208706,125.528133852674,3.90021186096838e-29,1.08548852079306e-26
"BnaA09g01290D",5.29862236378244,2.955432337201,125.328778007387,4.31238580875864e-29,1.19431947756493e-26
"BnaC03g00040D",6.08345898901482,4.42108203965135,125.305654604528,4.36292998642643e-29,1.20242350425912e-26
"BnaC02g05710D",-7.18517021395597,4.19472834665191,124.932203397122,5.26635715706026e-29,1.4443623624252e-26
"BnaA09g00830D",5.62231763217926,3.73114698961112,124.694805867653,5.93563487629675e-29,1.62005555188896e-26
"BnaC03g02440D",9.06722784467756,2.07573525333155,124.209133625265,7.58165257696954e-29,2.05936638121935e-26
"BnaA10g27670D",-6.43818662020421,3.74792202997641,124.091741639057,8.04372787500855e-29,2.1744236243169e-26
"BnaC09g50640D",6.48518737745882,3.27750249946376,124.045539071313,8.23322038118779e-29,2.21504992903023e-26
"BnaCnng10600D",6.23462630257581,4.91270021947861,123.911405616192,8.80902288507558e-29,2.35873068701896e-26
"BnaC02g42340D",-4.60458622158138,3.57141482394763,123.629256711667,1.01550698121923e-28,2.70632610494925e-26
"BnaA10g02090D",9.19787571733034,3.94591323150613,123.595946022508,1.03269920592482e-28,2.73922252283289e-26
"BnaC08g41170D",9.2042227545403,1.91913227359884,123.502071512759,1.08273171212187e-28,2.85851290988138e-26
"BnaC09g50470D",7.08470414616086,4.168672351932,123.013915138029,1.3847432203007e-28,3.63884755630461e-26
"BnaC02g06060D",-5.38497219479371,4.34209451417732,122.629564336429,1.68073348054295e-28,4.39620741591277e-26
"BnaC06g27580D",-8.20512611830061,2.52503819388447,122.539328342763,1.75893862516009e-28,4.57956287761728e-26
"BnaC02g01440D",-10.0298879995999,2.89927985668523,122.087843373255,2.20840304541152e-28,5.72341079172754e-26
"BnaCnng42830D",7.33135812012932,3.81207489941454,122.0489467438,2.25212626980546e-28,5.81007442883418e-26
"BnaC08g43770D",-6.10878149504026,4.87429905632888,121.598286734908,2.82646054129177e-28,7.25860762099557e-26
"BnaA09g00960D",9.30314926056339,2.49803249549512,121.209897015919,3.43767147176038e-28,8.78830600957094e-26
"BnaC01g38270D",5.85119440333571,5.50604214031904,121.200544949587,3.4539149135872e-28,8.79005787332655e-26
"BnaC02g05260D",-9.38575957229529,2.47080136812044,121.129142401157,3.58048976031507e-28,9.07132333983322e-26
"BnaC02g35320D",-4.37190337412306,4.23064404252466,121.061258319035,3.70512679155641e-28,9.34518988702472e-26
"BnaC06g11400D",-7.57806019481619,2.53697820074578,120.878829822878,4.06199312762202e-28,1.01997550099728e-25
"BnaC08g25080D",-4.96475982620182,3.84124962654802,120.502755748058,4.9098530222288e-28,1.22741980553046e-25
"BnaA09g15220D",7.14325682422325,6.70978578668585,120.488071169106,4.94633183692321e-28,1.23109187719158e-25
"BnaA02g15600D",-5.84597287241411,3.06656559203683,120.336367451072,5.33942516163904e-28,1.32310018764159e-25
"BnaC02g05680D",-9.21642852258643,2.29794582155281,119.649687861519,7.54792970925195e-28,1.86219621272191e-25
"BnaC02g00120D",-6.7688513851529,2.7034616289007,119.634337925241,7.6065628110114e-28,1.86850254650662e-25
"BnaCnng02860D",7.55460949125374,3.28214617882796,119.45312026455,8.33418730525165e-28,2.03385513035499e-25
"BnaC02g02480D",-9.62618181722021,2.58795644993054,119.448956172414,8.35170077245846e-28,2.03385513035499e-25
"BnaAnng02130D",-9.47963951864593,2.3042188582715,119.427106880605,8.44420025384789e-28,2.04755547614549e-25
"BnaC03g48550D",5.57765633989297,4.79119310583783,119.319987758439,8.9127323714266e-28,2.15192971590111e-25
"BnaC08g20420D",6.12626698790111,3.89400107919057,118.921968957201,1.08931480189175e-27,2.6188981990332e-25
"BnaC09g39460D",4.32292926418185,3.67169077952176,118.599034779875,1.28191311129921e-27,3.06887826110945e-25
"BnaC02g05850D",-7.05610936293234,2.8714994568345,118.58129858819,1.29342694752849e-27,3.0833770329732e-25
"BnaA06g03570D",8.27018749220195,6.54501204245225,118.570121872341,1.3007356227381e-27,3.08777147955703e-25
"BnaC02g25120D",9.751553943755,1.40567703580578,118.065644128503,1.67743546092969e-27,3.96534513270316e-25
"BnaA07g02950D",7.8044620990995,3.59264762552918,118.008425144109,1.72653073961346e-27,4.06439723861171e-25
"BnaC03g01790D",6.90109186482815,2.64011224908276,117.747291981926,1.96948133132718e-27,4.61708532188062e-25
"BnaC01g00760D",-5.17082644119508,4.82022605844147,117.553740218784,2.17136337446136e-27,5.06932594753379e-25
"BnaCnng03100D",7.93428711560303,2.62298833014239,117.488209848033,2.24430228577752e-27,5.21804899349212e-25
"BnaCnng02760D",5.63410653617096,3.11438503331303,117.426458626669,2.31527591876444e-27,5.3610024122276e-25
"BnaCnng68220D",9.12888914209465,2.09606543265831,117.317714383727,2.44576182210618e-27,5.64002658879e-25
"BnaC01g36030D",9.22368648804789,1.8590067293379,116.831107969536,3.12584293592908e-27,7.17901927618378e-25
"BnaA06g20500D",-10.5342245776176,3.71129114260056,116.781345218729,3.20526533732149e-27,7.33162271368378e-25
