"","logFC","logCPM","LR","PValue","FDR"
"BnaA02g08060D",8.24293877719528,3.72712616737659,186.218155888773,2.12749532232933e-42,1.93869726969294e-39
"BnaC08g44590D",-10.5260254218719,3.47048432245588,185.940263964551,2.44643100585973e-42,2.19394379315973e-39
"BnaC08g44440D",-8.57990911598477,3.2876023820831,185.043778517108,3.83920028498751e-42,3.38917402658163e-39
"BnaA09g00790D",9.09087650108738,4.76496764589194,184.903923306957,4.11881602774733e-42,3.58007489131798e-39
"BnaC03g71310D",10.3641182781529,3.09322957887792,184.763437155297,4.42019960599165e-42,3.78382480817146e-39
"BnaCnng28710D",-8.27042374910449,4.84569028660477,184.621710601732,4.74659617909709e-42,4.00258493920339e-39
"BnaCnng33800D",6.95836832291453,3.72113216586698,184.189465193103,5.89857082816519e-42,4.90084492131878e-39
"BnaC01g38460D",9.52592952222495,3.52180655737391,183.54999500602,8.13491820649657e-42,6.66096534537164e-39
"BnaA05g11340D",-8.06506257542055,3.48549818624786,183.45412278572,8.53657823956066e-42,6.88999424826712e-39
"BnaC02g04850D",-7.05684705204957,3.5577357307685,182.804110041877,1.18357249060052e-41,9.41823641886594e-39
"BnaC07g15150D",-8.22007933960849,4.49906429813563,182.728993173948,1.22912083187434e-41,9.64484288322726e-39
"BnaA06g12970D",8.38996536344908,4.12935854090457,182.295206885886,1.52862400085545e-41,1.18307121644289e-38
"BnaC02g03070D",-7.80335630292114,3.98825490844133,181.917334008457,1.84841929131965e-41,1.41124315028348e-38
"BnaC09g00050D",-9.31980082464554,4.00986048435376,181.771280166119,1.98924475811789e-41,1.49502139243964e-38
"BnaCnng05930D",6.16223393207128,6.0974975678949,181.749571186199,2.01107341543794e-41,1.49502139243964e-38
"BnaC02g42580D",-8.39494136953424,4.45642135226802,181.68426503806,2.07819443723609e-41,1.52485492616837e-38
"BnaC02g06060D",-7.60326926623284,4.34209451417732,181.641460891759,2.12339894378764e-41,1.53804863495018e-38
"BnaA09g00890D",7.60201066824929,5.14273840698754,181.315246419634,2.50180993383851e-41,1.78920579293681e-38
"BnaC06g18110D",10.5099610738648,3.15310010366269,181.199116961416,2.65221748278953e-41,1.87306229178304e-38
"BnaCnng25180D",-8.69977613569847,3.2248926519422,181.042262265899,2.86982709056561e-41,2.00172211065155e-38
"BnaCnng10240D",7.33518765352865,3.64959078875141,180.758956990131,3.30910921184221e-41,2.27997624695928e-38
"BnaC08g44740D",-9.17040437819841,3.75660794638458,180.011209104196,4.81917742126778e-41,3.28040826441912e-38
"BnaC08g04100D",-8.52995627213403,3.37613291993037,179.28428124615,6.94532288852408e-41,4.67139110185516e-38
"BnaA02g27900D",7.93754744624203,3.50626231202189,178.727096930622,9.19077290484252e-41,6.10894455973873e-38
"BnaAnng29400D",8.56663539142687,3.19699429261718,178.635035502512,9.62617121595266e-41,6.32394675998713e-38
"BnaA03g30740D",-7.64004977755755,5.18579335098896,178.130074243623,1.24083065899138e-40,8.05798282433273e-38
"BnaC02g02700D",-8.54111771774847,3.01239107314394,177.557096659997,1.65510278258391e-40,1.0626136023912e-37
"BnaC03g07200D",8.3344612196286,5.20961438421939,177.308071885851,1.8758643637868e-40,1.19081555983401e-37
"BnaC09g02920D",10.7839560349866,3.4030738650216,176.462493718379,2.86974315194044e-40,1.80149720664812e-37
"BnaC08g45360D",-7.76096129516181,3.22103500850858,175.219017062883,5.36264626224504e-40,3.32943723653099e-37
"BnaA09g00830D",8.33774802551627,3.73114698961112,175.102983650939,5.68483331101579e-40,3.49110556962794e-37
"BnaC02g02560D",-11.2516430069784,3.6126885663983,174.859446916259,6.42539643968411e-40,3.90346288225025e-37
"BnaA10g24340D",-9.99858465009559,2.5938658227305,174.428759315065,7.97906665238314e-40,4.79575859283343e-37
"BnaA02g25430D",10.6722659000553,5.54068437520437,173.926577035616,1.02711404863158e-39,6.1084094231144e-37
"BnaA10g27180D",-8.36161699844856,3.04982550552838,173.846560606229,1.06928339379911e-39,6.2929555398815e-37
"BnaC06g28140D",-8.26747199655279,4.52269633543894,173.594978402899,1.21348428230662e-39,7.06798298781027e-37
"BnaA07g02950D",8.50707822633712,3.59264762552918,173.549485091662,1.24156419363895e-39,7.15774426655239e-37
"BnaA09g00880D",8.23967260236268,4.21357492568925,173.457164288551,1.30056072683947e-39,7.42212928737132e-37
"BnaA09g01080D",7.99692448694863,6.17256145183871,173.251061293045,1.44258232055707e-39,8.15030159468336e-37
"BnaC09g24280D",9.19080216049293,3.99629653984032,173.140929715699,1.52472633858389e-39,8.52910778983295e-37
"BnaC08g00310D",7.05638959546863,3.44841941501012,172.902305847847,1.71911342278809e-39,9.52220295692954e-37
"BnaC02g05520D",-10.3411511348466,4.85451720205043,172.635599060136,1.96585108305883e-39,1.07831703388988e-36
"BnaC02g05900D",-7.41596953984758,3.56455026505722,170.59294973438,5.49112891502459e-39,2.98305578308711e-36
"BnaC02g05940D",-7.96898237336147,5.12326941789654,170.54917899318,5.61334096920299e-39,3.02040512455267e-36
"BnaCnng19150D",-7.43743710742144,3.52299165054398,170.278853996934,6.43075965844573e-39,3.42759489795158e-36
"BnaC03g71330D",8.34256361607302,3.26929074197585,170.234541145823,6.57567838669958e-39,3.47067060139857e-36
"BnaC02g17030D",8.40754879430432,3.09766948019316,170.216851735509,6.63443705885245e-39,3.47067060139857e-36
"BnaC01g18730D",7.77517167699815,5.00477545557146,170.175343836032,6.77438317641153e-39,3.51136789633852e-36
"BnaC08g45770D",-7.13815947748194,3.74322155409874,169.862282829539,7.92949192040785e-39,4.07273122290185e-36
"BnaCnng03080D",10.0155244300779,2.84541250203324,169.703629593428,8.58809941866796e-39,4.37126523383696e-36
"BnaC03g00020D",8.67075012457239,6.37674945560381,169.187581238337,1.1132924903622e-38,5.61596420718602e-36
"BnaCnng19130D",-7.7677695694738,5.13336316568406,168.972165399874,1.2406797984605e-38,6.20317940295765e-36
"BnaA09g52160D",8.37781955745042,2.93182494762665,168.445634760823,1.61682972505908e-38,8.01295138652528e-36
"BnaC02g05310D",-10.1707847379215,2.9241653734506,168.323582594586,1.71918715325814e-38,8.44614224215465e-36
"BnaA09g00770D",7.6473035296943,4.17770300027078,168.295849963124,1.74333395175439e-38,8.49093806950169e-36
"BnaCnng41700D",6.39633235457117,4.38333937853847,168.143729704332,1.88194609500673e-38,9.08770858766581e-36
"BnaC01g38270D",7.95465284893138,5.50604214031904,167.65202081213,2.40995532463579e-38,1.15387844009553e-35
"BnaC09g00010D",-11.0612567084659,3.7593998174191,166.957436448714,3.41764629542809e-38,1.6226065579756e-35
"BnaC02g02440D",-6.73282361949334,6.01432763062034,166.322794447705,4.70278615045196e-38,2.21415009940196e-35
"BnaC03g01640D",7.36380194087012,3.51301157926638,165.686922494675,6.47522866575089e-38,3.02345015832722e-35
"BnaC04g17110D",-9.13538928754799,4.9027147088432,164.759818052199,1.03223224934994e-37,4.76096284799499e-35
"BnaC02g05870D",-6.79045182464743,3.05680260536327,164.751626663977,1.03649408882329e-37,4.76096284799499e-35
"BnaA06g10170D",-7.08085003080112,4.18481716352002,164.544816177238,1.15012407022572e-37,5.24029917093652e-35
"BnaC03g03390D",6.90388569636132,3.6678693049385,164.429198228651,1.21899420817327e-37,5.50965878186988e-35
"BnaC04g13900D",8.30205575494079,2.99271199055896,163.452739511546,1.99211776444207e-37,8.93259281392444e-35
"BnaA09g00910D",8.1573444454662,3.75689169148199,163.393178706848,2.05270563031678e-37,9.13179233871161e-35
"BnaCnng03280D",8.72782526207672,3.49779536889781,162.968657221026,2.54137374805636e-37,1.12173854701319e-34
"BnaC09g03500D",7.63273468430229,3.23754458177584,162.77913619013,2.79558158279968e-37,1.22437804856602e-34
"BnaA09g00840D",11.3189489461853,4.18923796868074,162.613662249374,3.03824365553407e-37,1.31220080447655e-34
"BnaC02g02830D",-6.64362909313949,4.2167368063945,162.610842957246,3.04255558402824e-37,1.31220080447655e-34
"BnaA09g31270D",-7.39603588553902,3.12004327827843,162.576414564964,3.09570794910124e-37,1.32500990688123e-34
"BnaA09g01570D",7.95262664536173,5.8599716202291,162.163570086329,3.81025063115301e-37,1.6185830087134e-34
"BnaC08g45510D",-10.5630141865079,3.25117523999286,162.136991262368,3.86153725866193e-37,1.6281278510439e-34
"BnaC02g01650D",-7.35419510914962,5.3297454381931,162.009170078249,4.11799156094754e-37,1.72339472007714e-34
"BnaA07g06900D",-10.1941009296311,3.33082363943748,161.934189556696,4.27628442804155e-37,1.77648174717273e-34
"BnaCnng03110D",7.74707370649811,3.3639249223636,161.627515486504,4.98961114567522e-37,2.05768650006101e-34
"BnaC02g01020D",-6.363176950962,4.01822777300882,161.369062928974,5.6824064529167e-37,2.32641014331078e-34
"BnaA04g09780D",-10.3238070405312,2.9869065230334,160.952495524118,7.00718009907787e-37,2.84814144775325e-34
"BnaA03g55600D",-10.8598815766869,3.28037150281049,160.502792750305,8.7860813868955e-37,3.54568590140587e-34
"BnaA10g27390D",-7.58261768235097,3.35782344926073,160.351622467839,9.48033260506885e-37,3.79872220937007e-34
"BnaA06g09750D",6.883627621325,3.33162883485919,160.164179968077,1.04178260803175e-36,4.14497421046322e-34
"BnaA09g01630D",6.99524715577907,4.44086056105504,160.016818340781,1.12195059416691e-36,4.43272480204491e-34
"BnaC02g05300D",-9.95108440794065,2.60315659819188,159.999055913171,1.13202132507167e-36,4.4414542238819e-34
"BnaCnng03930D",9.81933075500264,2.50738019348028,159.781126677673,1.26319302621543e-36,4.92192273069788e-34
"BnaC02g41620D",-7.45375530902777,3.78803345221842,159.765603660698,1.27309654858321e-36,4.92653484944207e-34
"BnaC01g38650D",6.28590849543072,3.34075039795473,159.638999847093,1.35682257724313e-36,5.21481373939335e-34
"BnaCnng03130D",8.42347896085597,2.94099586974211,159.520298660173,1.44031755876854e-36,5.49831496184491e-34
"BnaC09g02690D",5.53755176256572,5.38383915721103,158.485963247265,2.42357619240659e-36,9.18974548446897e-34
"BnaC08g44900D",-10.2047969246012,3.23880435565028,158.397445440341,2.53394920747146e-36,9.54420415491484e-34
"BnaA04g11070D",-7.39561148142828,2.77229747652502,158.151378953884,2.86790011841872e-36,1.07305046947299e-33
"BnaA10g27160D",-8.06267767961965,2.68137213547353,158.046151501859,3.02382482844709e-36,1.12394773130002e-33
